"Par","Precio de Apertura","Precio Máximo","Precio Mínimo","Precio de Cierre","Volumen","Número de Operaciones","Variación Porcentual","Timestamp","Orden"
"BTCUSDT","119135.92000000","119192.00000000","118769.34000000","118769.34000000","272.27771000","42555","-0.30769897%","17-07-2025 06:30:00","29"
"BTCUSDT","118330.93000000","119160.18000000","118242.26000000","119135.92000000","461.73124000","57059","0.68028706%","17-07-2025 06:00:00","30"
"BTCUSDT","118263.00000000","118424.28000000","118129.13000000","118330.93000000","227.36359000","38809","0.05743977%","17-07-2025 05:30:00","31"
"BTCUSDT","118311.75000000","118345.42000000","118082.99000000","118262.99000000","189.48594000","34427","-0.04121315%","17-07-2025 05:00:00","32"
"BTCUSDT","117932.73000000","118556.45000000","117932.73000000","118311.75000000","332.30783000","42524","0.32138661%","17-07-2025 04:30:00","33"
"BTCUSDT","118452.51000000","118452.51000000","117857.03000000","117932.73000000","401.26816000","52103","-0.43880877%","17-07-2025 04:00:00","34"
"BTCUSDT","118660.66000000","118678.94000000","118345.00000000","118452.51000000","271.83358000","36670","-0.17541618%","17-07-2025 03:30:00","35"
"BTCUSDT","118587.03000000","118772.00000000","118341.55000000","118660.67000000","321.09301000","45086","0.06209785%","17-07-2025 03:00:00","36"
"BTCUSDT","118407.03000000","118643.59000000","118225.54000000","118587.03000000","210.72984000","30906","0.15201800%","17-07-2025 02:30:00","37"
"BTCUSDT","118485.39000000","118485.40000000","118258.18000000","118407.03000000","154.06595000","28779","-0.06613474%","17-07-2025 02:00:00","38"
"BTCUSDT","118281.65000000","118485.40000000","118281.64000000","118485.40000000","178.84280000","21052","0.17225833%","17-07-2025 01:30:00","39"
"BTCUSDT","118128.80000000","118320.00000000","117959.33000000","118281.64000000","210.49266000","27607","0.12938420%","17-07-2025 01:00:00","40"
"BTCUSDT","117874.42000000","118140.00000000","117761.11000000","118128.80000000","224.07097000","40569","0.21580594%","17-07-2025 00:30:00","41"
"BTCUSDT","118330.58000000","118356.32000000","117850.00000000","117874.42000000","228.47549000","47938","-0.38549629%","17-07-2025 00:00:00","42"
"BTCUSDT","118399.99000000","118466.20000000","118050.00000000","118330.57000000","272.80436000","41539","-0.05863176%","16-07-2025 23:30:00","43"
"BTCUSDT","118149.71000000","118523.25000000","118017.06000000","118399.99000000","335.03963000","46528","0.21183294%","16-07-2025 23:00:00","44"
"BTCUSDT","118684.57000000","118716.64000000","117683.53000000","118149.70000000","639.15533000","99928","-0.45066515%","16-07-2025 22:30:00","45"
"BTCUSDT","118894.33000000","119082.88000000","118560.00000000","118684.56000000","215.17981000","46057","-0.17643398%","16-07-2025 22:00:00","46"
"BTCUSDT","118863.02000000","119158.28000000","118823.26000000","118894.33000000","138.20499000","35528","0.02634125%","16-07-2025 21:30:00","47"
"BTCUSDT","118630.44000000","118970.18000000","118620.83000000","118863.01000000","181.13145000","34991","0.19604580%","16-07-2025 21:00:00","48"
"BTCUSDT","118650.44000000","118823.50000000","118577.22000000","118630.43000000","120.58102000","21136","-0.01686467%","16-07-2025 20:30:00","49"
"BTCUSDT","118639.34000000","118667.57000000","118420.00000000","118650.44000000","223.34333000","27331","0.00935609%","16-07-2025 20:00:00","50"
"BTCUSDT","119183.27000000","119247.49000000","118592.22000000","118639.34000000","371.25260000","41567","-0.45638117%","16-07-2025 19:30:00","51"
"BTCUSDT","119297.64000000","119500.00000000","119167.74000000","119183.28000000","522.71270000","47061","-0.09586107%","16-07-2025 19:00:00","52"
"BTCUSDT","119940.78000000","119950.15000000","119200.00000000","119297.64000000","581.61100000","44945","-0.53621462%","16-07-2025 18:30:00","53"
"BTCUSDT","119921.97000000","120063.84000000","119724.00000000","119940.78000000","512.65223000","56535","0.01568520%","16-07-2025 18:00:00","54"
"BTCUSDT","119597.79000000","119933.89000000","119500.00000000","119921.96000000","256.75703000","37568","0.27105016%","16-07-2025 17:30:00","55"
"BTCUSDT","119230.16000000","119597.79000000","118943.91000000","119597.79000000","349.68694000","42531","0.30833641%","16-07-2025 17:00:00","56"
"BTCUSDT","119182.83000000","119320.00000000","118822.72000000","119230.16000000","309.11967000","48345","0.03971210%","16-07-2025 16:30:00","57"
"BTCUSDT","119512.20000000","119668.72000000","119138.00000000","119182.83000000","510.70869000","54096","-0.27559529%","16-07-2025 16:00:00","58"
"BTCUSDT","119175.16000000","119904.13000000","119175.16000000","119512.20000000","439.50433000","66859","0.28281061%","16-07-2025 15:30:00","59"
"BTCUSDT","119073.35000000","119500.00000000","118880.27000000","119175.16000000","291.75161000","52603","0.08550192%","16-07-2025 15:00:00","60"
"BTCUSDT","119635.88000000","119682.63000000","118963.96000000","119073.35000000","347.52694000","53993","-0.47020175%","16-07-2025 14:30:00","61"
"BTCUSDT","119291.91000000","119700.00000000","119198.15000000","119635.87000000","307.42050000","47030","0.28833472%","16-07-2025 14:00:00","62"
"BTCUSDT","119175.66000000","119338.12000000","118980.00000000","119291.91000000","277.99455000","52699","0.09754509%","16-07-2025 13:30:00","63"
"BTCUSDT","119095.76000000","119254.21000000","118471.38000000","119175.67000000","393.30795000","106680","0.06709727%","16-07-2025 13:00:00","64"
"BTCUSDT","119498.28000000","119498.28000000","118328.48000000","119095.76000000","989.98589000","202819","-0.33684167%","16-07-2025 12:30:00","65"
"BTCUSDT","119056.81000000","119794.80000000","118729.40000000","119498.28000000","1243.65336000","193349","0.37080617%","16-07-2025 12:00:00","66"
"BTCUSDT","118478.90000000","119260.00000000","118288.00000000","119056.80000000","689.24725000","106973","0.48776618%","16-07-2025 11:30:00","67"
"BTCUSDT","118700.02000000","118783.88000000","118200.00000000","118478.91000000","450.11874000","84303","-0.18627630%","16-07-2025 11:00:00","68"
"BTCUSDT","118799.00000000","118920.00000000","118181.14000000","118700.01000000","630.04623000","89640","-0.08332562%","16-07-2025 10:30:00","69"
"BTCUSDT","118613.43000000","118813.70000000","118408.54000000","118798.99000000","297.70734000","46164","0.15644097%","16-07-2025 10:00:00","70"
"BTCUSDT","118891.41000000","119082.94000000","118580.36000000","118613.43000000","397.97904000","59155","-0.23381000%","16-07-2025 09:30:00","71"
"BTCUSDT","118769.06000000","118899.00000000","118700.00000000","118891.42000000","152.42857000","21374","0.10302346%","16-07-2025 09:00:00","72"
"BTCUSDT","118911.89000000","118912.36000000","118708.12000000","118769.06000000","190.86608000","20114","-0.12011415%","16-07-2025 08:30:00","73"
"BTCUSDT","118736.24000000","118911.90000000","118650.00000000","118911.89000000","228.43383000","29979","0.14793293%","16-07-2025 08:00:00","74"
"BTCUSDT","119168.15000000","119186.76000000","118734.53000000","118736.25000000","287.13256000","34193","-0.36242906%","16-07-2025 07:30:00","75"
"BTCUSDT","119193.38000000","119310.75000000","119106.58000000","119168.14000000","327.27669000","33332","-0.02117567%","16-07-2025 07:00:00","76"
"BTCUSDT","119141.43000000","119193.44000000","118720.73000000","119193.37000000","413.74234000","53923","0.04359525%","16-07-2025 06:30:00","77"
"BTCUSDT","118700.00000000","119200.00000000","118693.71000000","119141.43000000","352.50693000","43456","0.37188711%","16-07-2025 06:00:00","78"
"BTCUSDT","118230.87000000","118794.64000000","118230.87000000","118699.99000000","488.74452000","45429","0.39678301%","16-07-2025 05:30:00","79"
"BTCUSDT","118189.24000000","118259.11000000","118113.82000000","118230.87000000","369.67081000","29020","0.03522317%","16-07-2025 05:00:00","80"
"BTCUSDT","118245.92000000","118300.00000000","118104.18000000","118189.25000000","285.12548000","23309","-0.04792554%","16-07-2025 04:30:00","81"
"BTCUSDT","118276.30000000","118289.91000000","118046.19000000","118245.93000000","181.38403000","26765","-0.02567716%","16-07-2025 04:00:00","82"
"BTCUSDT","118059.99000000","118285.15000000","118000.00000000","118276.30000000","186.92573000","24387","0.18322041%","16-07-2025 03:30:00","83"
"BTCUSDT","117869.82000000","118086.11000000","117760.00000000","118060.00000000","185.47071000","30332","0.16134749%","16-07-2025 03:00:00","84"
"BTCUSDT","117847.48000000","118000.00000000","117774.86000000","117869.82000000","242.80207000","28736","0.01895671%","16-07-2025 02:30:00","85"
"BTCUSDT","117600.92000000","118000.00000000","117600.92000000","117847.48000000","237.00453000","33765","0.20965822%","16-07-2025 02:00:00","86"
"BTCUSDT","117519.76000000","117700.70000000","117496.26000000","117600.92000000","175.63902000","25277","0.06906073%","16-07-2025 01:30:00","87"
"BTCUSDT","117482.67000000","117519.77000000","117275.63000000","117519.77000000","159.37705000","29398","0.03157913%","16-07-2025 01:00:00","88"
"BTCUSDT","117370.58000000","117508.77000000","117364.80000000","117482.67000000","188.43940000","24934","0.09550093%","16-07-2025 00:30:00","89"
"BTCUSDT","117317.27000000","117519.49000000","117211.25000000","117370.58000000","200.25842000","32310","0.04544088%","16-07-2025 00:00:00","90"
"BTCUSDT","117350.00000000","117362.00000000","117017.29000000","117317.27000000","223.85601000","41802","-0.02789092%","15-07-2025 23:30:00","91"
"BTCUSDT","117724.29000000","117752.87000000","117239.26000000","117350.00000000","354.51845000","56203","-0.31793778%","15-07-2025 23:00:00","92"
"BTCUSDT","117663.57000000","117791.78000000","117582.12000000","117724.29000000","228.08639000","41048","0.05160476%","15-07-2025 22:30:00","93"
"BTCUSDT","118112.90000000","118195.00000000","117644.49000000","117663.57000000","242.67918000","33415","-0.38042415%","15-07-2025 22:00:00","94"
"BTCUSDT","117584.27000000","118178.00000000","117584.26000000","118112.89000000","389.94951000","47091","0.44956694%","15-07-2025 21:30:00","95"
"BTCUSDT","117758.08000000","117789.06000000","117425.27000000","117584.27000000","232.92126000","36651","-0.14759921%","15-07-2025 21:00:00","96"
"BTCUSDT","117576.53000000","117794.02000000","117500.00000000","117758.09000000","150.82336000","24403","0.15441857%","15-07-2025 20:30:00","97"
"BTCUSDT","117827.74000000","117972.86000000","117556.52000000","117576.54000000","243.78142000","33145","-0.21319258%","15-07-2025 20:00:00","98"
"BTCUSDT","117527.72000000","117868.52000000","117263.66000000","117827.74000000","283.53692000","29151","0.25527595%","15-07-2025 19:30:00","99"
"BTCUSDT","117553.91000000","117596.48000000","117281.51000000","117527.72000000","350.66012000","33866","-0.02227914%","15-07-2025 19:00:00","100"
"BTCUSDT","117141.06000000","117600.00000000","117063.85000000","117553.92000000","351.33838000","52395","0.35244687%","15-07-2025 18:30:00","101"
"BTCUSDT","116419.01000000","117149.73000000","116350.00000000","117141.05000000","261.86843000","44022","0.62020799%","15-07-2025 18:00:00","102"
"BTCUSDT","116536.41000000","116639.70000000","116392.00000000","116419.02000000","176.33478000","36829","-0.10073247%","15-07-2025 17:30:00","103"
"BTCUSDT","116416.07000000","116725.02000000","116192.27000000","116536.41000000","427.89637000","56930","0.10337061%","15-07-2025 17:00:00","104"
"BTCUSDT","116845.55000000","116908.77000000","116282.38000000","116416.07000000","307.53600000","67143","-0.36756214%","15-07-2025 16:30:00","105"
"BTCUSDT","116719.55000000","117204.50000000","116632.79000000","116845.55000000","746.28799000","79207","0.10795107%","15-07-2025 16:00:00","106"
"BTCUSDT","116785.99000000","116897.41000000","116019.05000000","116719.55000000","844.50972000","133329","-0.05689039%","15-07-2025 15:30:00","107"
"BTCUSDT","117373.00000000","117380.00000000","116777.77000000","116785.99000000","876.64967000","64472","-0.50012354%","15-07-2025 15:00:00","108"
"BTCUSDT","117493.59000000","117538.46000000","117213.82000000","117372.99000000","484.43560000","52230","-0.10264390%","15-07-2025 14:30:00","109"
"BTCUSDT","117188.00000000","117516.20000000","117140.00000000","117493.58000000","511.29296000","70454","0.26076049%","15-07-2025 14:00:00","110"
"BTCUSDT","116876.01000000","117800.60000000","116876.00000000","117188.01000000","880.98245000","97573","0.26694956%","15-07-2025 13:30:00","111"
"BTCUSDT","116391.43000000","117172.07000000","116362.97000000","116876.00000000","743.69922000","93021","0.41632790%","15-07-2025 13:00:00","112"
"BTCUSDT","116258.01000000","116750.00000000","116150.00000000","116391.43000000","1169.82995000","94604","0.11476199%","15-07-2025 12:30:00","113"
"BTCUSDT","116008.20000000","116388.05000000","115800.00000000","116258.00000000","1129.94313000","128853","0.21532961%","15-07-2025 12:00:00","114"
"BTCUSDT","117566.69000000","117632.82000000","115736.92000000","116008.19000000","1877.14344000","188274","-1.32563058%","15-07-2025 11:30:00","115"
"BTCUSDT","118088.13000000","118458.31000000","117566.69000000","117566.70000000","810.42930000","107009","-0.44156005%","15-07-2025 11:00:00","116"
"BTCUSDT","117688.39000000","118490.71000000","117528.58000000","118088.13000000","1154.78299000","171195","0.33965967%","15-07-2025 10:30:00","117"
"BTCUSDT","117204.18000000","118132.60000000","117157.25000000","117688.39000000","1055.28049000","140788","0.41313373%","15-07-2025 10:00:00","118"
"BTCUSDT","116909.62000000","117466.52000000","116417.00000000","117204.18000000","1084.12621000","140159","0.25195531%","15-07-2025 09:30:00","119"
"BTCUSDT","117113.98000000","117318.47000000","116859.19000000","116909.62000000","380.74154000","53575","-0.17449667%","15-07-2025 09:00:00","120"
"BTCUSDT","116474.99000000","117161.52000000","116440.72000000","117113.98000000","344.58980000","45379","0.54860704%","15-07-2025 08:30:00","121"
"BTCUSDT","117016.49000000","117061.68000000","116338.30000000","116474.98000000","406.63204000","52323","-0.46276384%","15-07-2025 08:00:00","122"
"BTCUSDT","116999.99000000","117198.21000000","116907.36000000","117016.48000000","424.68614000","43085","0.01409402%","15-07-2025 07:30:00","123"
"BTCUSDT","116780.00000000","117069.94000000","116744.48000000","117000.00000000","429.20445000","40305","0.18838842%","15-07-2025 07:00:00","124"
"BTCUSDT","116964.97000000","117067.61000000","116711.67000000","116779.99000000","368.57839000","35521","-0.15814991%","15-07-2025 06:30:00","125"
"BTCUSDT","116777.47000000","117224.08000000","116777.46000000","116964.97000000","552.34415000","46073","0.16056179%","15-07-2025 06:00:00","126"
"BTCUSDT","116830.01000000","116862.02000000","116711.66000000","116777.47000000","568.91029000","38133","-0.04497132%","15-07-2025 05:30:00","127"
"BTCUSDT","116779.13000000","116857.75000000","116300.00000000","116830.00000000","517.39766000","63687","0.04356087%","15-07-2025 05:00:00","128"
"BTCUSDT","116958.95000000","116958.95000000","116400.00000000","116779.12000000","766.14149000","74490","-0.15375480%","15-07-2025 04:30:00","129"
"BTCUSDT","117070.54000000","117270.86000000","116881.20000000","116958.95000000","647.08221000","56882","-0.09531860%","15-07-2025 04:00:00","130"
"BTCUSDT","117037.62000000","117111.16000000","116766.00000000","117070.54000000","468.55361000","53493","0.02812771%","15-07-2025 03:30:00","131"
"BTCUSDT","117335.12000000","117335.12000000","116809.19000000","117037.61000000","581.78333000","72301","-0.25355580%","15-07-2025 03:00:00","132"
"BTCUSDT","117514.54000000","117520.00000000","116962.97000000","117335.12000000","576.61148000","72756","-0.15267898%","15-07-2025 02:30:00","133"
"BTCUSDT","117480.48000000","117765.40000000","117362.65000000","117514.54000000","584.64371000","47213","0.02899205%","15-07-2025 02:00:00","134"
"BTCUSDT","117268.80000000","117511.33000000","116947.98000000","117480.48000000","384.42949000","53596","0.18050837%","15-07-2025 01:30:00","135"
"BTCUSDT","117148.46000000","117393.50000000","116250.00000000","117268.79000000","1469.56043000","142542","0.10271582%","15-07-2025 01:00:00","136"
"BTCUSDT","117457.51000000","117539.44000000","116840.01000000","117148.47000000","898.24735000","112956","-0.26310791%","15-07-2025 00:30:00","137"
"BTCUSDT","118251.04000000","118251.04000000","117100.00000000","117457.50000000","1467.46067000","182977","-0.67106387%","15-07-2025 00:00:00","138"
"BTCUSDT","117898.01000000","118434.63000000","117868.12000000","118251.05000000","845.72604000","101262","0.29944526%","14-07-2025 23:30:00","139"
"BTCUSDT","118431.71000000","118855.56000000","117827.46000000","117898.01000000","985.01377000","163919","-0.45063944%","14-07-2025 23:00:00","140"
"BTCUSDT","119040.00000000","119462.37000000","118352.09000000","118431.71000000","1078.19635000","126191","-0.51099630%","14-07-2025 22:30:00","141"
"BTCUSDT","119497.93000000","119537.22000000","118760.01000000","119040.00000000","702.01559000","87041","-0.38321166%","14-07-2025 22:00:00","142"
"BTCUSDT","119880.75000000","119880.75000000","119110.00000000","119497.92000000","394.48194000","61393","-0.31934235%","14-07-2025 21:30:00","143"
"BTCUSDT","119841.17000000","119940.83000000","119563.24000000","119880.75000000","252.26001000","39229","0.03302705%","14-07-2025 21:00:00","144"
"BTCUSDT","119806.65000000","119973.92000000","119766.05000000","119841.18000000","140.76396000","22050","0.02882144%","14-07-2025 20:30:00","145"
"BTCUSDT","120057.01000000","120057.01000000","119784.99000000","119806.65000000","133.70337000","18770","-0.20853426%","14-07-2025 20:00:00","146"
"BTCUSDT","120288.35000000","120296.79000000","120023.03000000","120057.01000000","159.44296000","26021","-0.19232120%","14-07-2025 19:30:00","147"
"BTCUSDT","120034.97000000","120300.00000000","119924.00000000","120288.35000000","138.10821000","32429","0.21108849%","14-07-2025 19:00:00","148"
"BTCUSDT","119983.70000000","120244.50000000","119944.43000000","120034.98000000","128.76708000","32432","0.04273914%","14-07-2025 18:30:00","149"
"BTCUSDT","120167.06000000","120192.63000000","119827.34000000","119983.69000000","161.56426000","40282","-0.15259589%","14-07-2025 18:00:00","150"
"BTCUSDT","119981.53000000","120447.00000000","119926.21000000","120167.07000000","300.04009000","48066","0.15464047%","14-07-2025 17:30:00","151"
"BTCUSDT","119939.42000000","119990.50000000","119522.72000000","119981.53000000","252.33309000","71868","0.03510939%","14-07-2025 17:00:00","152"
"BTCUSDT","119780.01000000","120089.39000000","119673.15000000","119939.41000000","436.67025000","77464","0.13307730%","14-07-2025 16:30:00","153"
"BTCUSDT","119644.93000000","120103.31000000","119610.92000000","119780.00000000","261.78317000","55620","0.11289237%","14-07-2025 16:00:00","154"
"BTCUSDT","120131.49000000","120192.73000000","119632.00000000","119644.94000000","529.29086000","62821","-0.40501454%","14-07-2025 15:30:00","155"
"BTCUSDT","119896.42000000","120186.78000000","119740.00000000","120131.49000000","283.09105000","64508","0.19606090%","14-07-2025 15:00:00","156"
"BTCUSDT","120163.68000000","120265.55000000","119769.40000000","119896.42000000","680.52937000","72655","-0.22241329%","14-07-2025 14:30:00","157"
"BTCUSDT","120268.88000000","120526.03000000","120075.00000000","120163.68000000","492.83467000","73843","-0.08747067%","14-07-2025 14:00:00","158"
"BTCUSDT","120033.09000000","120299.58000000","119683.38000000","120268.87000000","456.49762000","88040","0.19642917%","14-07-2025 13:30:00","159"
"BTCUSDT","119878.22000000","120055.11000000","119202.00000000","120033.09000000","986.54797000","160750","0.12918944%","14-07-2025 13:00:00","160"
"BTCUSDT","120397.31000000","120413.57000000","119611.70000000","119878.23000000","1227.32178000","175306","-0.43113920%","14-07-2025 12:30:00","161"
"BTCUSDT","121158.88000000","121176.26000000","120337.75000000","120397.31000000","881.87841000","127963","-0.62857134%","14-07-2025 12:00:00","162"
"BTCUSDT","121476.01000000","121502.21000000","120600.00000000","121158.89000000","1421.45699000","205887","-0.26105566%","14-07-2025 11:30:00","163"
"BTCUSDT","121710.64000000","121990.42000000","121150.00000000","121476.00000000","434.48428000","131380","-0.19278512%","14-07-2025 11:00:00","164"
"BTCUSDT","121720.00000000","122120.00000000","121188.00000000","121710.64000000","720.99001000","190735","-0.00768978%","14-07-2025 10:30:00","165"
"BTCUSDT","121918.01000000","121965.41000000","121605.29000000","121720.01000000","430.86024000","67907","-0.16240423%","14-07-2025 10:00:00","166"
"BTCUSDT","121787.34000000","121945.63000000","121666.00000000","121918.00000000","504.16069000","89313","0.10728537%","14-07-2025 09:30:00","167"
"BTCUSDT","121467.23000000","121881.45000000","121400.01000000","121787.33000000","426.56012000","77592","0.26352787%","14-07-2025 09:00:00","168"
"BTCUSDT","121530.53000000","121694.64000000","121355.55000000","121467.24000000","336.37178000","54982","-0.05207745%","14-07-2025 08:30:00","169"
"BTCUSDT","121905.48000000","121905.48000000","121356.00000000","121530.53000000","419.62093000","69185","-0.30757436%","14-07-2025 08:00:00","170"
"BTCUSDT","121927.74000000","122130.65000000","121852.74000000","121905.48000000","296.95014000","45591","-0.01825672%","14-07-2025 07:30:00","171"
"BTCUSDT","121973.74000000","121984.00000000","121628.47000000","121927.74000000","445.94691000","75024","-0.03771304%","14-07-2025 07:00:00","172"
"BTCUSDT","122013.34000000","122200.00000000","121888.44000000","121973.74000000","516.52867000","73502","-0.03245547%","14-07-2025 06:30:00","173"
"BTCUSDT","122578.01000000","122582.97000000","121909.00000000","122013.34000000","412.89490000","66705","-0.46066175%","14-07-2025 06:00:00","174"
"BTCUSDT","122432.00000000","122703.86000000","122431.99000000","122578.00000000","342.61370000","52803","0.11924987%","14-07-2025 05:30:00","175"
"BTCUSDT","122736.04000000","122769.19000000","122300.00000000","122431.99000000","508.40824000","65896","-0.24772675%","14-07-2025 05:00:00","176"
"BTCUSDT","122315.66000000","123218.00000000","122315.66000000","122736.04000000","1242.21879200","149161","0.34368453%","14-07-2025 04:30:00","177"
"BTCUSDT","122130.99000000","122467.73000000","122100.00000000","122315.66000000","544.36026000","63255","0.15120650%","14-07-2025 04:00:00","178"
"BTCUSDT","122438.83000000","122438.83000000","122058.40000000","122130.99000000","477.87040000","61572","-0.25142351%","14-07-2025 03:30:00","179"
"BTCUSDT","122461.99000000","122465.30000000","122017.81000000","122438.83000000","668.98877000","85397","-0.01891199%","14-07-2025 03:00:00","180"
"BTCUSDT","122330.46000000","122499.99000000","121901.88000000","122461.99000000","1111.88368000","145648","0.10752024%","14-07-2025 02:30:00","181"
"BTCUSDT","121400.00000000","122666.00000000","121129.00000000","122330.47000000","1592.61500900","178035","0.76644975%","14-07-2025 02:00:00","182"
"BTCUSDT","120957.46000000","121438.27000000","120851.95000000","121400.00000000","610.14298000","88730","0.36586416%","14-07-2025 01:30:00","183"
"BTCUSDT","120750.25000000","121096.25000000","120557.63000000","120957.46000000","733.72033000","94676","0.17160213%","14-07-2025 01:00:00","184"
"BTCUSDT","119925.48000000","121492.48000000","119822.28000000","120750.24000000","2903.59977600","257736","0.68772708%","14-07-2025 00:30:00","185"
"BTCUSDT","119647.88000000","119964.02000000","119592.70000000","119925.49000000","315.86908000","52303","0.23202250%","14-07-2025 00:00:00","186"
"BTCUSDT","119834.52000000","119999.00000000","119480.00000000","119647.88000000","698.90663000","97385","-0.15574811%","13-07-2025 23:30:00","187"
"BTCUSDT","119100.58000000","119900.00000000","118969.56000000","119834.51000000","612.18752000","75826","0.61622706%","13-07-2025 23:00:00","188"
"BTCUSDT","118930.79000000","119238.10000000","118905.18000000","119100.58000000","172.59376000","46591","0.14276370%","13-07-2025 22:30:00","189"
"BTCUSDT","119061.40000000","119172.00000000","118911.57000000","118930.80000000","176.75831000","48245","-0.10969130%","13-07-2025 22:00:00","190"
"BTCUSDT","119174.45000000","119422.85000000","119050.01000000","119061.40000000","246.89230000","51386","-0.09486094%","13-07-2025 21:30:00","191"
"BTCUSDT","119086.65000000","119470.54000000","118916.17000000","119174.82000000","291.72551000","62797","0.07403853%","13-07-2025 21:00:00","192"
"BTCUSDT","118648.45000000","119198.00000000","118646.62000000","119086.64000000","214.61314000","41663","0.36931793%","13-07-2025 20:30:00","193"
"BTCUSDT","118520.01000000","118757.26000000","118386.55000000","118648.45000000","149.77241000","42356","0.10836989%","13-07-2025 20:00:00","194"
"BTCUSDT","118424.51000000","118774.64000000","118424.50000000","118520.01000000","170.06330000","31291","0.08064209%","13-07-2025 19:30:00","195"
"BTCUSDT","118648.86000000","118648.86000000","118243.68000000","118424.50000000","414.65211000","69180","-0.18909579%","13-07-2025 19:00:00","196"
"BTCUSDT","118935.26000000","118941.42000000","118500.01000000","118648.87000000","291.29713000","68729","-0.24079487%","13-07-2025 18:30:00","197"
"BTCUSDT","119083.60000000","119083.60000000","118860.60000000","118935.27000000","129.77886000","30818","-0.12455955%","13-07-2025 18:00:00","198"
"BTCUSDT","119280.00000000","119367.37000000","119004.00000000","119083.60000000","141.46739000","32846","-0.16465459%","13-07-2025 17:30:00","199"
